,number,value,datetime_start,datetime_complete,duration,params_Bayes_prior_positive,params_Bayes_var_smoothing,params_GB_ccp_alpha,params_GB_criterion,params_GB_learning_rate,params_GB_loss,params_GB_max_depth,params_GB_max_features,params_GB_min_impurity_decrease,params_GB_min_samples_leaf,params_GB_min_samples_split,params_GB_n_estimators,params_GB_subsample,params_GB_tol,params_GB_validation_fraction,params_Method,params_SVM_C,params_SVM_coef0,params_SVM_decision_function_shape,params_SVM_degree,params_SVM_gamma,params_SVM_kernel,params_SVM_shrinking,params_SVM_tol,params_Tree_ccp_alpha,params_Tree_criterion,params_Tree_max_features,params_Tree_min_impurity_decrease,params_Tree_min_samples_leaf,params_Tree_min_samples_split,params_Tree_min_weight_fraction_leaf,params_Tree_splitter,params_kNN_algorithm,params_kNN_leaf_size,params_kNN_n_neighbors,params_kNN_p,params_kNN_weights,state
1021,1021,0.8644444444444445,2023-03-02 00:30:57.693639,2023-03-02 00:30:57.902800,0 days 00:00:00.209161,0.05638812288336581,0.3907682403936037,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1022,1022,0.8627777777777779,2023-03-02 00:30:57.700639,2023-03-02 00:30:57.901800,0 days 00:00:00.201161,0.7138298370190106,0.6594057510405,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1023,1023,0.867037037037037,2023-03-02 00:30:57.758639,2023-03-02 00:30:58.001800,0 days 00:00:00.243161,0.738442638352266,0.22836676518326537,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1024,1024,0.8666666666666666,2023-03-02 00:30:57.767639,2023-03-02 00:30:57.983798,0 days 00:00:00.216159,0.10947448326174898,0.28022310497886554,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1025,1025,0.8625925925925927,2023-03-02 00:30:57.831041,2023-03-02 00:30:58.058799,0 days 00:00:00.227758,0.40141227790982426,0.7873540126973535,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1026,1026,0.8685185185185185,2023-03-02 00:30:57.849798,2023-03-02 00:30:58.081797,0 days 00:00:00.231999,0.22271903769384338,0.06811208187364656,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1027,1027,0.8677777777777778,2023-03-02 00:30:57.904798,2023-03-02 00:30:58.133798,0 days 00:00:00.229000,0.39965966769493233,0.17427424141797349,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1028,1028,0.8685185185185185,2023-03-02 00:30:57.914800,2023-03-02 00:30:58.145798,0 days 00:00:00.230998,0.24107543672393617,0.0678303823602511,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1029,1029,0.8685185185185185,2023-03-02 00:30:57.929800,2023-03-02 00:30:58.135800,0 days 00:00:00.206000,0.23722982822133795,0.06948973881206882,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1030,1030,0.8677777777777778,2023-03-02 00:30:57.986800,2023-03-02 00:30:58.214798,0 days 00:00:00.227998,0.6529153087154799,0.17055958313257463,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1031,1031,0.8690740740740741,2023-03-02 00:30:58.004799,2023-03-02 00:30:58.245798,0 days 00:00:00.240999,0.23266253974886497,0.15186204644618714,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1032,1032,0.8690740740740741,2023-03-02 00:30:58.060798,2023-03-02 00:30:58.301799,0 days 00:00:00.241001,0.36053241518220397,0.10287478751236943,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1033,1033,0.8690740740740741,2023-03-02 00:30:58.084800,2023-03-02 00:30:58.348920,0 days 00:00:00.264120,0.3611498158164229,0.10006630475142803,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1034,1034,0.8616666666666667,2023-03-02 00:30:58.137802,2023-03-02 00:30:58.424920,0 days 00:00:00.287118,0.4959989886186279,0.8791035260517864,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1035,1035,0.8666666666666667,2023-03-02 00:30:58.147799,2023-03-02 00:30:58.422919,0 days 00:00:00.275120,0.17941172179034315,0.3046840890711885,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1036,1036,0.864074074074074,2023-03-02 00:30:58.162799,2023-03-02 00:30:58.550444,0 days 00:00:00.387645,0.7095915039241197,0.4440852778789829,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1037,1037,0.5,2023-03-02 00:30:58.216798,2023-03-02 00:30:58.614442,0 days 00:00:00.397644,,,,,,,,,,,,,,,,Tree,,,,,,,,,582.3085449439282,gini,0.6068065513419543,897.5724103367717,0.29036831032477906,0.38424404563941583,0.3748534453683062,best,,,,,,COMPLETE
1038,1038,0.5,2023-03-02 00:30:58.248798,2023-03-02 00:30:58.655441,0 days 00:00:00.406643,,,,,,,,,,,,,,,,Tree,,,,,,,,,575.6322266977879,gini,0.635818057054576,921.0658204709616,0.09519081227435178,0.27835045579271295,0.37363974713749615,best,,,,,,COMPLETE
1039,1039,0.8631481481481482,2023-03-02 00:30:58.309798,2023-03-02 00:30:58.710443,0 days 00:00:00.400645,0.6036545005708065,0.5188154439449155,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1040,1040,0.5,2023-03-02 00:30:58.351920,2023-03-02 00:30:58.759442,0 days 00:00:00.407522,,,,,,,,,,,,,,,,Tree,,,,,,,,,647.074745683336,gini,0.5723389192194822,986.9243772714569,0.2814903151177286,0.39602764764951465,0.3717380469575078,best,,,,,,COMPLETE
1041,1041,0.8688888888888888,2023-03-02 00:30:58.425921,2023-03-02 00:30:58.822443,0 days 00:00:00.396522,0.27498793097391716,0.08539818438969533,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1042,1042,0.5,2023-03-02 00:30:58.433919,2023-03-02 00:30:58.806442,0 days 00:00:00.372523,,,,,,,,,,,,,,,,Tree,,,,,,,,,775.3511504290818,gini,0.8197787184273708,781.8964335635671,0.10029461715010887,0.28062393381896944,0.04136483261666174,best,,,,,,COMPLETE
1043,1043,0.8688888888888889,2023-03-02 00:30:58.561441,2023-03-02 00:30:58.828441,0 days 00:00:00.267000,0.43826224236593847,0.03910807335106608,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1044,1044,0.866111111111111,2023-03-02 00:30:58.616444,2023-03-02 00:30:58.886889,0 days 00:00:00.270445,0.2631076937879227,0.3279122062535006,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1045,1045,0.8688888888888889,2023-03-02 00:30:58.661441,2023-03-02 00:30:58.924887,0 days 00:00:00.263446,0.29335782374884706,0.03817854693575574,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1046,1046,0.8631481481481482,2023-03-02 00:30:58.717444,2023-03-02 00:30:58.964890,0 days 00:00:00.247446,0.5916459000103258,0.5802115174344692,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1047,1047,0.8690740740740741,2023-03-02 00:30:58.762442,2023-03-02 00:30:59.013888,0 days 00:00:00.251446,0.4445683989217572,0.1422078542854375,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1048,1048,0.8690740740740741,2023-03-02 00:30:58.813444,2023-03-02 00:30:59.054888,0 days 00:00:00.241444,0.3445196661171493,0.14537132357942023,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1049,1049,0.8688888888888889,2023-03-02 00:30:58.830441,2023-03-02 00:30:59.118889,0 days 00:00:00.288448,0.2680251223214444,0.1352983685793701,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1050,1050,0.8624074074074074,2023-03-02 00:30:58.840119,2023-03-02 00:30:59.081887,0 days 00:00:00.241768,0.0008650771902804471,0.7939241837942439,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1051,1051,0.8633333333333333,2023-03-02 00:30:58.889888,2023-03-02 00:30:59.159887,0 days 00:00:00.269999,0.5393254180007176,0.6222913345722776,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1052,1052,0.8692592592592594,2023-03-02 00:30:58.927887,2023-03-02 00:30:59.190887,0 days 00:00:00.263000,0.6526064249791992,0.10898545233222362,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1053,1053,0.8635185185185186,2023-03-02 00:30:58.968887,2023-03-02 00:30:59.200887,0 days 00:00:00.232000,0.2010480300614204,0.4876064953577969,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1054,1054,0.8690740740740741,2023-03-02 00:30:59.017889,2023-03-02 00:30:59.266887,0 days 00:00:00.248998,0.46313548949476685,0.10557568438280657,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1055,1055,0.8646296296296296,2023-03-02 00:30:59.059888,2023-03-02 00:30:59.323890,0 days 00:00:00.264002,0.7505091850045049,0.3702565731227896,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1056,1056,0.8681481481481481,2023-03-02 00:30:59.085887,2023-03-02 00:30:59.322887,0 days 00:00:00.237000,0.5263885332373565,0.057337199349437824,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1057,1057,0.8681481481481481,2023-03-02 00:30:59.121889,2023-03-02 00:30:59.403598,0 days 00:00:00.281709,0.15341768184418975,0.05891066784422391,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1058,1058,0.8681481481481481,2023-03-02 00:30:59.162887,2023-03-02 00:30:59.495597,0 days 00:00:00.332710,0.7967232508281524,0.05881533237688484,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1059,1059,0.8618518518518519,2023-03-02 00:30:59.193891,2023-03-02 00:30:59.556598,0 days 00:00:00.362707,0.15047159854308892,0.8765128607175916,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1060,1060,0.8681481481481481,2023-03-02 00:30:59.202887,2023-03-02 00:30:59.531599,0 days 00:00:00.328712,0.6515620982976746,0.05263482579173438,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1061,1061,0.867962962962963,2023-03-02 00:30:59.268888,2023-03-02 00:30:59.727597,0 days 00:00:00.458709,0.15027708479417148,0.20888025002115515,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1062,1062,0.7666666666666666,2023-03-02 00:30:59.325890,2023-03-02 00:30:59.762611,0 days 00:00:00.436721,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,kd_tree,339.0,98.0,916.0,uniform,COMPLETE
1063,1063,0.7668518518518519,2023-03-02 00:30:59.335891,2023-03-02 00:30:59.786611,0 days 00:00:00.450720,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,kd_tree,318.0,90.0,905.0,uniform,COMPLETE
1064,1064,0.7702777777777777,2023-03-02 00:30:59.404597,2023-03-02 00:30:59.864904,0 days 00:00:00.460307,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,kd_tree,321.0,92.0,918.0,uniform,COMPLETE
1065,1065,0.8688888888888888,2023-03-02 00:30:59.504598,2023-03-02 00:30:59.905905,0 days 00:00:00.401307,0.10135253710519557,0.08372663370069322,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1066,1066,0.8412037037037037,2023-03-02 00:30:59.537598,2023-03-02 00:30:59.937904,0 days 00:00:00.400306,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,kd_tree,317.0,87.0,623.0,uniform,COMPLETE
1067,1067,0.7649074074074075,2023-03-02 00:30:59.564598,2023-03-02 00:30:59.979905,0 days 00:00:00.415307,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,kd_tree,406.0,98.0,889.0,uniform,COMPLETE
1068,1068,0.8286111111111112,2023-03-02 00:30:59.731601,2023-03-02 00:31:00.002906,0 days 00:00:00.271305,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,ball_tree,407.0,99.0,650.0,uniform,COMPLETE
1069,1069,0.8618518518518519,2023-03-02 00:30:59.770612,2023-03-02 00:31:00.072905,0 days 00:00:00.302293,0.5758787022817546,0.8379648716246593,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1070,1070,0.8614814814814815,2023-03-02 00:30:59.804612,2023-03-02 00:31:00.080905,0 days 00:00:00.276293,0.5746184430166307,0.9202671489476947,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1071,1071,0.8635185185185185,2023-03-02 00:30:59.866904,2023-03-02 00:31:00.155904,0 days 00:00:00.289000,0.0687377555556791,0.548687912382142,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1072,1072,0.8692592592592593,2023-03-02 00:30:59.891908,2023-03-02 00:31:00.124905,0 days 00:00:00.232997,0.0732780835003142,0.003506447097631607,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1073,1073,0.8692592592592593,2023-03-02 00:30:59.914904,2023-03-02 00:31:00.181904,0 days 00:00:00.267000,0.9526597482186089,0.009927349658131093,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1074,1074,0.8635185185185185,2023-03-02 00:30:59.940907,2023-03-02 00:31:00.206904,0 days 00:00:00.265997,0.07927632028671786,0.5357805202846103,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1075,1075,0.8629629629629629,2023-03-02 00:30:59.980904,2023-03-02 00:31:00.247905,0 days 00:00:00.267001,0.7819712951222031,0.5952253256455736,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1076,1076,0.8690740740740741,2023-03-02 00:31:00.005906,2023-03-02 00:31:00.286904,0 days 00:00:00.280998,0.07808974096906693,0.08642003375665426,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1077,1077,0.8688888888888888,2023-03-02 00:31:00.075907,2023-03-02 00:31:00.368020,0 days 00:00:00.292113,0.33745782747089653,0.08499946170646693,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1078,1078,0.8618518518518519,2023-03-02 00:31:00.084907,2023-03-02 00:31:00.358911,0 days 00:00:00.274004,0.34100308250416606,0.8603250370854159,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1079,1079,0.8688888888888888,2023-03-02 00:31:00.126911,2023-03-02 00:31:00.408019,0 days 00:00:00.281108,0.3367623418553212,0.08443317313381572,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1080,1080,0.8690740740740741,2023-03-02 00:31:00.161907,2023-03-02 00:31:00.408019,0 days 00:00:00.246112,0.9561283393557884,0.11932067796060201,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1081,1081,0.8611111111111112,2023-03-02 00:31:00.183906,2023-03-02 00:31:00.458021,0 days 00:00:00.274115,0.614567257203438,0.9591838653733741,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1082,1082,0.8690740740740741,2023-03-02 00:31:00.209908,2023-03-02 00:31:00.488021,0 days 00:00:00.278113,0.7888111994661429,0.11335131409320098,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1083,1083,0.8690740740740741,2023-03-02 00:31:00.249904,2023-03-02 00:31:00.520020,0 days 00:00:00.270116,0.3339445017357577,0.11272448575630065,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1084,1084,0.8694444444444445,2023-03-02 00:31:00.295905,2023-03-02 00:31:00.566019,0 days 00:00:00.270114,0.29760455589308143,0.10703236558720386,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1085,1085,0.8690740740740741,2023-03-02 00:31:00.361021,2023-03-02 00:31:00.614020,0 days 00:00:00.252999,0.3010101286957867,0.10085070143217048,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1086,1086,0.8690740740740741,2023-03-02 00:31:00.372023,2023-03-02 00:31:00.649020,0 days 00:00:00.276997,0.30173769378021403,0.10114619102662402,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1087,1087,0.8690740740740741,2023-03-02 00:31:00.416021,2023-03-02 00:31:00.678020,0 days 00:00:00.261999,0.1094662441261478,0.10002244185040102,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1088,1088,0.8692592592592593,2023-03-02 00:31:00.426019,2023-03-02 00:31:00.783019,0 days 00:00:00.357000,0.2940144847470926,0.09976877243285269,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1089,1089,0.8655555555555556,2023-03-02 00:31:00.461022,2023-03-02 00:31:00.820138,0 days 00:00:00.359116,0.7733541769345862,0.3331945439769852,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1090,1090,0.8688888888888889,2023-03-02 00:31:00.490020,2023-03-02 00:31:00.851137,0 days 00:00:00.361117,0.2975091715461031,0.036974489256313886,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1091,1091,0.8644444444444445,2023-03-02 00:31:00.523020,2023-03-02 00:31:00.897863,0 days 00:00:00.374843,0.29907294561730835,0.39815229697490145,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1092,1092,0.862962962962963,2023-03-02 00:31:00.568020,2023-03-02 00:31:00.966028,0 days 00:00:00.398008,0.1754918974773526,0.7648861941566061,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1093,1093,0.862962962962963,2023-03-02 00:31:00.623020,2023-03-02 00:31:01.089154,0 days 00:00:00.466134,0.17926101056796973,0.7507313476137243,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1094,1094,0.8642592592592593,2023-03-02 00:31:00.654021,2023-03-02 00:31:01.069154,0 days 00:00:00.415133,0.5634365567876931,0.4333211139087302,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1095,1095,0.8690740740740741,2023-03-02 00:31:00.680019,2023-03-02 00:31:01.129528,0 days 00:00:00.449509,0.747477981696014,0.13115607505915317,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1096,1096,0.8690740740740741,2023-03-02 00:31:00.793646,2023-03-02 00:31:01.153529,0 days 00:00:00.359883,0.0192202316645873,0.12978351893628623,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1097,1097,0.8501851851851853,2023-03-02 00:31:00.823138,2023-03-02 00:31:01.011158,0 days 00:00:00.188020,,,,,,,,,,,,,,,,SVM,1.6095687718974148,,ovo,,,linear,True,0.7200012901856454,,,,,,,,,,,,,,COMPLETE
1098,1098,0.845925925925926,2023-03-02 00:31:00.854138,2023-03-02 00:31:01.042157,0 days 00:00:00.188019,,,,,,,,,,,,,,,,SVM,0.8442606060511721,,ovo,,,linear,True,0.7083469421433162,,,,,,,,,,,,,,COMPLETE
1099,1099,0.862037037037037,2023-03-02 00:31:00.911375,2023-03-02 00:31:01.239544,0 days 00:00:00.328169,0.17944385260027343,0.8041191024076011,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1100,1100,0.8503703703703703,2023-03-02 00:31:00.973028,2023-03-02 00:31:01.152528,0 days 00:00:00.179500,,,,,,,,,,,,,,,,SVM,0.41280354948116127,,ovr,,,linear,False,0.6631284116582903,,,,,,,,,,,,,,COMPLETE
1101,1101,0.8688888888888888,2023-03-02 00:31:01.014155,2023-03-02 00:31:01.298039,0 days 00:00:00.283884,0.4239508468692207,0.07293759945322323,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1102,1102,0.8688888888888888,2023-03-02 00:31:01.047156,2023-03-02 00:31:01.331552,0 days 00:00:00.284396,0.1255783910668249,0.07144575871587676,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1103,1103,0.8688888888888888,2023-03-02 00:31:01.075155,2023-03-02 00:31:01.371696,0 days 00:00:00.296541,0.9008615725957339,0.07196075938944078,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1104,1104,0.8688888888888888,2023-03-02 00:31:01.094157,2023-03-02 00:31:01.354552,0 days 00:00:00.260395,0.016732452451152582,0.07605142195926695,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1105,1105,0.867962962962963,2023-03-02 00:31:01.132529,2023-03-02 00:31:01.408430,0 days 00:00:00.275901,0.021415909726359973,0.18703971580973983,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1106,1106,0.8688888888888888,2023-03-02 00:31:01.155532,2023-03-02 00:31:01.425429,0 days 00:00:00.269897,0.691672185806457,0.0713685528946075,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1107,1107,0.8685185185185185,2023-03-02 00:31:01.163531,2023-03-02 00:31:01.452428,0 days 00:00:00.288897,0.6760502666341379,0.06759261742683137,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1108,1108,0.8688888888888888,2023-03-02 00:31:01.243543,2023-03-02 00:31:01.518428,0 days 00:00:00.274885,0.9317424590464741,0.15658616676549095,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1109,1109,0.8648148148148148,2023-03-02 00:31:01.301040,2023-03-02 00:31:01.580428,0 days 00:00:00.279388,0.13023686295796708,0.3524607959069136,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1110,1110,0.8631481481481482,2023-03-02 00:31:01.333552,2023-03-02 00:31:01.630427,0 days 00:00:00.296875,0.9816208818923868,0.7350775917926491,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1111,1111,0.8675925925925927,2023-03-02 00:31:01.366077,2023-03-02 00:31:01.618430,0 days 00:00:00.252353,0.2294493328419675,0.21751251762158985,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1112,1112,0.8687037037037038,2023-03-02 00:31:01.374694,2023-03-02 00:31:01.667426,0 days 00:00:00.292732,0.2097678866786454,0.033635116172031895,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1113,1113,0.8614814814814815,2023-03-02 00:31:01.414430,2023-03-02 00:31:01.682427,0 days 00:00:00.267997,0.0491683954062478,0.9381406922173551,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1114,1114,0.8690740740740741,2023-03-02 00:31:01.434431,2023-03-02 00:31:01.710429,0 days 00:00:00.275998,0.20624970441167023,0.03162274800111632,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1115,1115,0.8631481481481481,2023-03-02 00:31:01.456427,2023-03-02 00:31:01.745427,0 days 00:00:00.289000,0.6130260940338749,0.6822908581162317,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1116,1116,0.8685185185185185,2023-03-02 00:31:01.527427,2023-03-02 00:31:01.882574,0 days 00:00:00.355147,0.5067759493217572,0.04199759822434768,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1117,1117,0.8690740740740741,2023-03-02 00:31:01.584430,2023-03-02 00:31:01.936576,0 days 00:00:00.352146,0.2214283462647515,0.13052105740954306,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1118,1118,0.8631481481481481,2023-03-02 00:31:01.622427,2023-03-02 00:31:01.980577,0 days 00:00:00.358150,0.051808718737873516,0.7277828207687095,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1119,1119,0.8668518518518519,2023-03-02 00:31:01.638432,2023-03-02 00:31:02.012816,0 days 00:00:00.374384,0.207747828863289,0.2881937922019243,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1120,1120,0.8633333333333333,2023-03-02 00:31:01.671426,2023-03-02 00:31:02.007180,0 days 00:00:00.335754,0.3790971586194865,0.4826299119980041,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1121,1121,0.8638888888888889,2023-03-02 00:31:01.695427,2023-03-02 00:31:02.059812,0 days 00:00:00.364385,0.3752442454389199,0.4594732862970718,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1122,1122,0.8668518518518519,2023-03-02 00:31:01.714427,2023-03-02 00:31:02.090927,0 days 00:00:00.376500,0.38673495571401306,0.2953048689114202,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1123,1123,0.8664814814814815,2023-03-02 00:31:01.748430,2023-03-02 00:31:02.123926,0 days 00:00:00.375496,0.1007052381159797,0.26055270180369555,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1124,1124,0.860925925925926,2023-03-02 00:31:01.891575,2023-03-02 00:31:02.164929,0 days 00:00:00.273354,0.2558258741446531,0.970741571927884,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1125,1125,0.8666666666666667,2023-03-02 00:31:01.940575,2023-03-02 00:31:02.241927,0 days 00:00:00.301352,0.25070285178575363,0.23808081771224976,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1126,1126,0.8690740740740741,2023-03-02 00:31:01.985576,2023-03-02 00:31:02.269926,0 days 00:00:00.284350,0.2506856458174823,0.15372947270597054,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1127,1127,0.8629629629629629,2023-03-02 00:31:02.016812,2023-03-02 00:31:02.308928,0 days 00:00:00.292116,0.25423671000107506,0.5898350084312873,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
1128,1128,0.8672222222222223,2023-03-02 00:31:02.031812,2023-03-02 00:31:02.330929,0 days 00:00:00.299117,0.09824303672173845,0.22051391323256703,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
