,number,value,datetime_start,datetime_complete,duration,params_Bayes_prior_positive,params_Bayes_var_smoothing,params_GB_ccp_alpha,params_GB_criterion,params_GB_learning_rate,params_GB_loss,params_GB_max_depth,params_GB_max_features,params_GB_min_impurity_decrease,params_GB_min_samples_leaf,params_GB_min_samples_split,params_GB_n_estimators,params_GB_subsample,params_GB_tol,params_GB_validation_fraction,params_Method,params_SVM_C,params_SVM_coef0,params_SVM_decision_function_shape,params_SVM_degree,params_SVM_gamma,params_SVM_kernel,params_SVM_shrinking,params_SVM_tol,params_Tree_ccp_alpha,params_Tree_criterion,params_Tree_max_features,params_Tree_min_impurity_decrease,params_Tree_min_samples_leaf,params_Tree_min_samples_split,params_Tree_min_weight_fraction_leaf,params_Tree_splitter,params_kNN_algorithm,params_kNN_leaf_size,params_kNN_n_neighbors,params_kNN_p,params_kNN_weights,state
528,528,0.8662962962962963,2023-03-02 00:30:35.537930,2023-03-02 00:30:35.752044,0 days 00:00:00.214114,0.1195918054401408,0.32314182693398474,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
529,529,0.8692592592592593,2023-03-02 00:30:35.546043,2023-03-02 00:30:35.724043,0 days 00:00:00.178000,0.12956352978845795,0.0874723571482264,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
530,530,0.8625925925925927,2023-03-02 00:30:35.585042,2023-03-02 00:30:35.785626,0 days 00:00:00.200584,0.00011542389395332762,0.7847184777684917,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
531,531,0.8690740740740741,2023-03-02 00:30:35.607042,2023-03-02 00:30:35.802444,0 days 00:00:00.195402,0.2589282007473143,0.0021699576373913204,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
532,532,0.8690740740740741,2023-03-02 00:30:35.634043,2023-03-02 00:30:35.831057,0 days 00:00:00.197014,0.26364796699036275,0.00044070099358300974,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
533,533,0.8690740740740741,2023-03-02 00:30:35.656044,2023-03-02 00:30:35.855058,0 days 00:00:00.199014,0.2647624439966254,0.11558821577767495,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
534,534,0.8690740740740741,2023-03-02 00:30:35.680045,2023-03-02 00:30:35.871280,0 days 00:00:00.191235,0.394699867027787,0.11917445368103408,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
535,535,0.8690740740740741,2023-03-02 00:30:35.699041,2023-03-02 00:30:35.902928,0 days 00:00:00.203887,0.26030187252594095,0.11771612411195359,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
536,536,0.8690740740740741,2023-03-02 00:30:35.729042,2023-03-02 00:30:35.947928,0 days 00:00:00.218886,0.4062877185635565,0.11419546285193767,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
537,537,0.8690740740740741,2023-03-02 00:30:35.756042,2023-03-02 00:30:35.975379,0 days 00:00:00.219337,0.26662262563625977,0.11197847830853247,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
538,538,0.8688888888888889,2023-03-02 00:30:35.788624,2023-03-02 00:30:36.037162,0 days 00:00:00.248538,0.26305441067636903,0.03883884024763274,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
539,539,0.8688888888888889,2023-03-02 00:30:35.807725,2023-03-02 00:30:36.070465,0 days 00:00:00.262740,0.03983019565933889,0.03953452438045505,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
540,540,0.8638888888888889,2023-03-02 00:30:35.834060,2023-03-02 00:30:36.101981,0 days 00:00:00.267921,0.04784673892222788,0.4538465579453838,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
541,541,0.8648148148148148,2023-03-02 00:30:35.860195,2023-03-02 00:30:36.137982,0 days 00:00:00.277787,0.0473769812784294,0.3459776486508687,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
542,542,0.8688888888888889,2023-03-02 00:30:35.876280,2023-03-02 00:30:36.169982,0 days 00:00:00.293702,0.30345295544559,0.03863780059798586,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
543,543,0.6173148148148148,2023-03-02 00:30:35.905934,2023-03-02 00:30:36.410997,0 days 00:00:00.505063,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,ball_tree,110.0,451.0,347.0,uniform,COMPLETE
544,544,0.8681481481481481,2023-03-02 00:30:35.953929,2023-03-02 00:30:36.276984,0 days 00:00:00.323055,0.040314322964549454,0.06331222311087337,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
545,545,0.3978703703703704,2023-03-02 00:30:35.980377,2023-03-02 00:30:36.460995,0 days 00:00:00.480618,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,ball_tree,109.0,457.0,516.0,uniform,COMPLETE
546,546,0.5108333333333334,2023-03-02 00:30:36.042914,2023-03-02 00:30:36.481995,0 days 00:00:00.439081,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,ball_tree,296.0,458.0,334.0,uniform,COMPLETE
547,547,0.590925925925926,2023-03-02 00:30:36.076464,2023-03-02 00:30:36.498994,0 days 00:00:00.422530,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,ball_tree,84.0,441.0,324.0,uniform,COMPLETE
548,548,0.8685185185185185,2023-03-02 00:30:36.112984,2023-03-02 00:30:36.343995,0 days 00:00:00.231011,0.2220617317083228,0.06766042716989618,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
549,549,0.6237962962962962,2023-03-02 00:30:36.144983,2023-03-02 00:30:36.519995,0 days 00:00:00.375012,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,ball_tree,93.0,439.0,321.0,uniform,COMPLETE
550,550,0.82,2023-03-02 00:30:36.177983,2023-03-02 00:30:36.439994,0 days 00:00:00.262011,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,ball_tree,94.0,286.0,299.0,uniform,COMPLETE
551,551,0.5157407407407407,2023-03-02 00:30:36.279982,2023-03-02 00:30:36.598466,0 days 00:00:00.318484,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,ball_tree,81.0,459.0,321.0,uniform,COMPLETE
552,552,0.8215740740740741,2023-03-02 00:30:36.346995,2023-03-02 00:30:36.567465,0 days 00:00:00.220470,,,,,,,,,,,,,,,,kNN,,,,,,,,,,,,,,,,,ball_tree,102.0,287.0,331.0,uniform,COMPLETE
553,553,0.8677777777777778,2023-03-02 00:30:36.413997,2023-03-02 00:30:36.548465,0 days 00:00:00.134468,0.1858678676253988,0.1638082507990144,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
554,554,0.8688888888888888,2023-03-02 00:30:36.441995,2023-03-02 00:30:36.610464,0 days 00:00:00.168469,0.34832440702174405,0.15821158935136848,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
555,555,0.867962962962963,2023-03-02 00:30:36.462994,2023-03-02 00:30:36.642465,0 days 00:00:00.179471,0.17871215269919394,0.20709187592615497,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
556,556,0.8633333333333333,2023-03-02 00:30:36.484994,2023-03-02 00:30:36.666465,0 days 00:00:00.181471,0.17967238389360496,0.5008650223924438,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
557,557,0.8694444444444445,2023-03-02 00:30:36.500997,2023-03-02 00:30:36.684468,0 days 00:00:00.183471,0.3394728440307171,0.08989416791089903,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
558,558,0.8694444444444445,2023-03-02 00:30:36.524463,2023-03-02 00:30:36.706464,0 days 00:00:00.182001,0.34232778595362723,0.09039305877183967,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
559,559,0.8635185185185186,2023-03-02 00:30:36.550465,2023-03-02 00:30:36.731465,0 days 00:00:00.181000,0.3465971325944551,0.4753244027339873,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
560,560,0.8692592592592593,2023-03-02 00:30:36.572466,2023-03-02 00:30:36.763478,0 days 00:00:00.191012,0.3384873162217973,0.09302441796646521,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
561,561,0.8688888888888889,2023-03-02 00:30:36.607465,2023-03-02 00:30:36.876476,0 days 00:00:00.269011,0.10125628383543413,0.08158094192655904,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
562,562,0.8688888888888888,2023-03-02 00:30:36.613465,2023-03-02 00:30:36.871477,0 days 00:00:00.258012,0.10224735166392883,0.07267220356258504,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
563,563,0.8614814814814815,2023-03-02 00:30:36.644465,2023-03-02 00:30:36.940476,0 days 00:00:00.296011,0.3832723796997935,0.918032854355251,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
564,564,0.8688888888888888,2023-03-02 00:30:36.668465,2023-03-02 00:30:36.957478,0 days 00:00:00.289013,0.10342588233968925,0.0741055221033797,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
565,565,0.8688888888888888,2023-03-02 00:30:36.686465,2023-03-02 00:30:37.002110,0 days 00:00:00.315645,0.30274760340869944,0.07199190619830093,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
566,566,0.8690740740740741,2023-03-02 00:30:36.711465,2023-03-02 00:30:37.048429,0 days 00:00:00.336964,0.3098074517984807,0.1433471472909946,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
567,567,0.8688888888888889,2023-03-02 00:30:36.732465,2023-03-02 00:30:37.070320,0 days 00:00:00.337855,0.6054780279168058,0.14016107651592105,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
568,568,0.8688888888888889,2023-03-02 00:30:36.765477,2023-03-02 00:30:37.102321,0 days 00:00:00.336844,0.31182376457272537,0.13915706930111815,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
569,569,0.5,2023-03-02 00:30:36.878477,2023-03-02 00:30:37.021107,0 days 00:00:00.142630,,,,,,,,,,,,,,,,SVM,87.2467752260655,-23.782791157095428,ovo,57.0,auto,poly,True,0.5909865661240763,,,,,,,,,,,,,,COMPLETE
570,570,0.5,2023-03-02 00:30:36.884477,2023-03-02 00:30:37.012108,0 days 00:00:00.127631,,,,,,,,,,,,,,,,SVM,89.74196080073528,-23.456350071479154,ovo,59.0,scale,poly,True,0.8723566691035692,,,,,,,,,,,,,,COMPLETE
571,571,0.8692592592592593,2023-03-02 00:30:36.944479,2023-03-02 00:30:37.170318,0 days 00:00:00.225839,0.3094019221140515,0.09928594676345329,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
572,572,0.8690740740740741,2023-03-02 00:30:36.967477,2023-03-02 00:30:37.160318,0 days 00:00:00.192841,0.29796966471974057,0.10190841484837697,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
573,573,0.8668518518518519,2023-03-02 00:30:37.007108,2023-03-02 00:30:37.207319,0 days 00:00:00.200211,0.24232647539250612,0.3102531287233535,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
574,574,0.8666666666666667,2023-03-02 00:30:37.022108,2023-03-02 00:30:37.210320,0 days 00:00:00.188212,0.22866697690844157,0.31742419563485613,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
575,575,0.8681481481481481,2023-03-02 00:30:37.031107,2023-03-02 00:30:37.247320,0 days 00:00:00.216213,0.15269418374592447,0.05349546280158577,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
576,576,0.8631481481481482,2023-03-02 00:30:37.051081,2023-03-02 00:30:37.223317,0 days 00:00:00.172236,0.23001905481615517,0.6194892889995125,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
577,577,0.8690740740740741,2023-03-02 00:30:37.072319,2023-03-02 00:30:37.268318,0 days 00:00:00.195999,0.23607508297857754,0.10267344053307133,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
578,578,0.864074074074074,2023-03-02 00:30:37.104318,2023-03-02 00:30:37.300318,0 days 00:00:00.196000,0.0303541726342118,0.44119637170113063,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
579,579,0.867962962962963,2023-03-02 00:30:37.164321,2023-03-02 00:30:37.362319,0 days 00:00:00.197998,0.22852147854816404,0.19024063289719584,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
580,580,0.867962962962963,2023-03-02 00:30:37.172318,2023-03-02 00:30:37.376318,0 days 00:00:00.204000,0.23708049318013613,0.193919838212936,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
581,581,0.8690740740740741,2023-03-02 00:30:37.212320,2023-03-02 00:30:37.406918,0 days 00:00:00.194598,0.15142720094398612,0.12880259805394367,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
582,582,0.8642592592592593,2023-03-02 00:30:37.219318,2023-03-02 00:30:37.405916,0 days 00:00:00.186598,0.018751097024609132,0.409813655278758,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
583,583,0.8601851851851852,2023-03-02 00:30:37.225321,2023-03-02 00:30:37.441916,0 days 00:00:00.216595,0.06108469789278732,0.9928343824930521,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
584,584,0.8666666666666667,2023-03-02 00:30:37.251318,2023-03-02 00:30:37.433917,0 days 00:00:00.182599,0.028720410855016396,0.2913737356953201,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
585,585,0.8683333333333334,2023-03-02 00:30:37.271322,2023-03-02 00:30:37.460916,0 days 00:00:00.189594,0.284168462448912,0.05050800758175406,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
586,586,0.8681481481481481,2023-03-02 00:30:37.301319,2023-03-02 00:30:37.491916,0 days 00:00:00.190597,0.285144732875812,0.053389538288997514,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
587,587,0.8690740740740741,2023-03-02 00:30:37.366320,2023-03-02 00:30:37.577063,0 days 00:00:00.210743,0.14843894596714058,0.018443070101784517,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
588,588,0.8648148148148147,2023-03-02 00:30:37.381318,2023-03-02 00:30:37.594063,0 days 00:00:00.212745,0.06335680781733456,0.3863568113775948,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
589,589,0.8622222222222222,2023-03-02 00:30:37.407918,2023-03-02 00:30:37.614063,0 days 00:00:00.206145,0.06527307819992109,0.8321328685888869,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
590,590,0.8687037037037038,2023-03-02 00:30:37.413917,2023-03-02 00:30:37.633065,0 days 00:00:00.219148,0.4196361462024223,0.08264512404541867,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
591,591,0.8688888888888889,2023-03-02 00:30:37.437917,2023-03-02 00:30:37.688065,0 days 00:00:00.250148,0.2835681283142292,0.08151495206538081,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
592,592,0.8635185185185186,2023-03-02 00:30:37.444917,2023-03-02 00:30:37.663064,0 days 00:00:00.218147,0.2835380598769236,0.48753630675070986,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
593,593,0.5,2023-03-02 00:30:37.462917,2023-03-02 00:30:38.761053,0 days 00:00:01.298136,,,645.2507460590548,friedman_mse,4.9292440881353,deviance,22.0,0.8806970096251866,457.1047764475559,0.3995479844518264,0.351601291942611,330.0,0.5531331775780677,0.2137206121247704,0.767367329598491,Gradient Boosting,,,,,,,,,,,,,,,,,,,,,,COMPLETE
594,594,0.8688888888888888,2023-03-02 00:30:37.494917,2023-03-02 00:30:37.728064,0 days 00:00:00.233147,0.2088584654020006,0.08340633460550255,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
595,595,0.5,2023-03-02 00:30:37.583066,2023-03-02 00:30:39.166059,0 days 00:00:01.582993,,,609.220390479807,friedman_mse,4.996544503977814,deviance,22.0,0.844276135839468,470.9778427203314,0.3932411748840983,0.33418113206565553,365.0,0.5861734668581773,0.21183893661415615,0.7456591114632065,Gradient Boosting,,,,,,,,,,,,,,,,,,,,,,COMPLETE
596,596,0.8690740740740741,2023-03-02 00:30:37.598064,2023-03-02 00:30:37.842066,0 days 00:00:00.244002,0.2101203046771753,0.11521343491245056,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
597,597,0.8664814814814814,2023-03-02 00:30:37.620063,2023-03-02 00:30:37.867062,0 days 00:00:00.246999,0.20995985585846494,0.2688418302128004,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
598,598,0.8690740740740741,2023-03-02 00:30:37.641062,2023-03-02 00:30:37.906063,0 days 00:00:00.265001,0.16825298266756256,0.12096418333369732,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
599,599,0.5,2023-03-02 00:30:37.668062,2023-03-02 00:30:39.376601,0 days 00:00:01.708539,,,643.0928962918921,friedman_mse,4.54459852879105,deviance,24.0,0.8763057684248602,530.3508236801705,0.39454316602796746,0.30735209827088866,359.0,0.5801371597519291,0.1988791793448917,0.7649853206026136,Gradient Boosting,,,,,,,,,,,,,,,,,,,,,,COMPLETE
600,600,0.8690740740740741,2023-03-02 00:30:37.692062,2023-03-02 00:30:37.977789,0 days 00:00:00.285727,0.2094738191962845,0.11998828484511899,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
601,601,0.5,2023-03-02 00:30:37.734062,2023-03-02 00:30:39.319601,0 days 00:00:01.585539,,,629.7796417392713,friedman_mse,4.85705352109346,deviance,23.0,0.8027861298083852,459.84530516621646,0.4081270080264411,0.3443102786220367,333.0,0.5694332941767895,0.22305980923839452,0.7612993373663819,Gradient Boosting,,,,,,,,,,,,,,,,,,,,,,COMPLETE
602,602,0.866111111111111,2023-03-02 00:30:37.847063,2023-03-02 00:30:38.180447,0 days 00:00:00.333384,0.0006708147875058822,0.32674311011051016,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
603,603,0.5,2023-03-02 00:30:37.869064,2023-03-02 00:30:39.422600,0 days 00:00:01.553536,,,639.4232281835929,friedman_mse,4.5198207169465325,deviance,23.0,0.8755166987750977,449.2325895145591,0.4001637093362814,0.30950567102182075,352.0,0.539131132586551,0.3132631723995549,0.7766152021514053,Gradient Boosting,,,,,,,,,,,,,,,,,,,,,,COMPLETE
604,604,0.5,2023-03-02 00:30:37.909066,2023-03-02 00:30:39.568600,0 days 00:00:01.659534,,,608.3187657392085,friedman_mse,4.66661413132257,deviance,23.0,0.8374098527959908,451.9223977154316,0.4128076496866656,0.3221510169831062,356.0,0.6235462854238486,0.25371526787167653,0.78329831826918,Gradient Boosting,,,,,,,,,,,,,,,,,,,,,,COMPLETE
605,605,0.5,2023-03-02 00:30:37.981787,2023-03-02 00:30:39.614720,0 days 00:00:01.632933,,,631.5717842466171,friedman_mse,4.728785501473117,deviance,23.0,0.8673684586151722,443.7203763635664,0.4082411977006232,0.29313979094560505,357.0,0.5457348193548515,0.27283701405655786,0.7494494641365479,Gradient Boosting,,,,,,,,,,,,,,,,,,,,,,COMPLETE
606,606,0.8692592592592593,2023-03-02 00:30:38.184448,2023-03-02 00:30:38.614534,0 days 00:00:00.430086,0.38710039392478934,0.09736650537745532,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
607,607,0.5,2023-03-02 00:30:38.622534,2023-03-02 00:30:39.707719,0 days 00:00:01.085185,,,186.0631331564299,friedman_mse,4.752922822238613,deviance,35.0,0.7810136227290226,751.9915708089486,0.3443506589777162,0.2838103671692042,119.0,0.6671570736906708,0.37422217874608016,0.8581290518529746,Gradient Boosting,,,,,,,,,,,,,,,,,,,,,,COMPLETE
608,608,0.8683333333333333,2023-03-02 00:30:38.777052,2023-03-02 00:30:39.156046,0 days 00:00:00.378994,0.10401730036162653,0.06629495410584978,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
609,609,0.8690740740740741,2023-03-02 00:30:39.162047,2023-03-02 00:30:39.514601,0 days 00:00:00.352554,0.3239668250018953,0.02651725778306148,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
610,610,0.8633333333333333,2023-03-02 00:30:39.171061,2023-03-02 00:30:39.504600,0 days 00:00:00.333539,0.3303438503801596,0.6968129208099603,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
611,611,0.8666666666666666,2023-03-02 00:30:39.328602,2023-03-02 00:30:39.636719,0 days 00:00:00.308117,0.3169278133337774,0.2803207121014717,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
612,612,0.8629629629629629,2023-03-02 00:30:39.384252,2023-03-02 00:30:39.668718,0 days 00:00:00.284466,0.38222119392725395,0.6083205039997581,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
613,613,0.8664814814814815,2023-03-02 00:30:39.426600,2023-03-02 00:30:39.718721,0 days 00:00:00.292121,0.32816400964666165,0.24246632962841258,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
614,614,0.8629629629629629,2023-03-02 00:30:39.510602,2023-03-02 00:30:39.767720,0 days 00:00:00.257118,0.09075842311698053,0.6660645367441191,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
615,615,0.867037037037037,2023-03-02 00:30:39.521603,2023-03-02 00:30:39.784719,0 days 00:00:00.263116,0.5201480875647836,0.22238047448497344,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
616,616,0.8631481481481481,2023-03-02 00:30:39.571603,2023-03-02 00:30:39.795719,0 days 00:00:00.224116,0.3679598921617003,0.5044691154427361,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
617,617,0.8653703703703703,2023-03-02 00:30:39.619723,2023-03-02 00:30:39.833719,0 days 00:00:00.213996,0.5057294019293601,0.33711669361050833,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
618,618,0.8690740740740741,2023-03-02 00:30:39.639721,2023-03-02 00:30:39.852719,0 days 00:00:00.212998,0.3800724492899907,0.10217238964831021,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
619,619,0.8677777777777778,2023-03-02 00:30:39.675719,2023-03-02 00:30:39.878719,0 days 00:00:00.203000,0.3669030678688508,0.1691581947457714,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
620,620,0.8690740740740741,2023-03-02 00:30:39.712719,2023-03-02 00:30:39.926720,0 days 00:00:00.214001,0.08835014353157568,0.1546950111964311,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
621,621,0.8677777777777778,2023-03-02 00:30:39.723719,2023-03-02 00:30:39.928719,0 days 00:00:00.205000,0.4438804562190775,0.16597124115406645,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
622,622,0.8681481481481481,2023-03-02 00:30:39.769719,2023-03-02 00:30:40.016730,0 days 00:00:00.247011,0.37170173993401573,0.05688068775258954,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
623,623,0.8668518518518519,2023-03-02 00:30:39.788719,2023-03-02 00:30:40.015727,0 days 00:00:00.227008,0.14124438290723507,0.29012592170056795,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
624,624,0.8681481481481481,2023-03-02 00:30:39.800719,2023-03-02 00:30:40.056729,0 days 00:00:00.256010,0.4463408372097648,0.05436164176179732,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
625,625,0.7366666666666667,2023-03-02 00:30:39.836720,2023-03-02 00:30:39.970727,0 days 00:00:00.134007,,,,,,,,,,,,,,,,SVM,39.16560071589035,,ovr,,scale,rbf,False,0.10186889147370559,,,,,,,,,,,,,,COMPLETE
626,626,0.8679629629629629,2023-03-02 00:30:39.857720,2023-03-02 00:30:40.086727,0 days 00:00:00.229007,0.42188216085032043,0.06285896723402962,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
627,627,0.8681481481481481,2023-03-02 00:30:39.880719,2023-03-02 00:30:40.131887,0 days 00:00:00.251168,0.1392191466580774,0.054900269407808316,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
628,628,0.7318518518518519,2023-03-02 00:30:39.929720,2023-03-02 00:30:40.110889,0 days 00:00:00.181169,,,,,,,,,,,,,,,,SVM,58.273868114121804,,ovr,,scale,rbf,False,0.43837810519738185,,,,,,,,,,,,,,COMPLETE
629,629,0.7264814814814814,2023-03-02 00:30:39.934719,2023-03-02 00:30:40.085730,0 days 00:00:00.151011,,,,,,,,,,,,,,,,SVM,53.27074831102051,,ovr,,auto,rbf,False,0.7589868850684369,,,,,,,,,,,,,,COMPLETE
630,630,0.8692592592592593,2023-03-02 00:30:39.972727,2023-03-02 00:30:40.191889,0 days 00:00:00.219162,0.024249900598866336,0.09936325070761404,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
631,631,0.8648148148148147,2023-03-02 00:30:40.020728,2023-03-02 00:30:40.250889,0 days 00:00:00.230161,0.4089354483348024,0.3808686173526205,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
632,632,0.8692592592592593,2023-03-02 00:30:40.025729,2023-03-02 00:30:40.231889,0 days 00:00:00.206160,0.02884904165861353,0.09675452612737719,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
633,633,0.8690740740740741,2023-03-02 00:30:40.061728,2023-03-02 00:30:40.257888,0 days 00:00:00.196160,0.044424921060042886,0.13197010836190987,,,,,,,,,,,,,,Bayes,,,,,,,,,,,,,,,,,,,,,,COMPLETE
